epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
60,20681.5,1.89342,3.67267,0.02828,0.31021,0.04439,0.03335,0.01384,2.10561,4.25899,0.04556,0.0004159,0.0004159,0.0004159
61,21052.7,1.88533,3.66017,0.02819,0.31021,0.04439,0.03335,0.01384,2.10561,4.25899,0.04556,0.000406,0.000406,0.000406
62,21423.8,1.88593,3.67774,0.02808,0.31021,0.04439,0.03335,0.01384,2.10561,4.25899,0.04556,0.0003961,0.0003961,0.0003961
63,21793.3,1.88603,3.67688,0.02814,0.31021,0.04439,0.03335,0.01384,2.10561,4.25899,0.04556,0.0003862,0.0003862,0.0003862
64,22162.3,1.8892,3.68021,0.02808,0.31021,0.04439,0.03335,0.01384,2.10561,4.25899,0.04556,0.0003763,0.0003763,0.0003763
65,22461,1.88661,3.67815,0.02819,0.31021,0.04439,0.03335,0.01384,2.10561,4.25899,0.04556,0.0003664,0.0003664,0.0003664
66,22755.2,1.88444,3.66642,0.02815,0.31021,0.04439,0.03335,0.01384,2.10561,4.25899,0.04556,0.0003565,0.0003565,0.0003565
67,23050.6,1.88458,3.65951,0.02825,0.31021,0.04439,0.03335,0.01384,2.10561,4.25899,0.04556,0.0003466,0.0003466,0.0003466
68,23345.9,1.88389,3.67256,0.02797,0.31021,0.04439,0.03335,0.01384,2.10561,4.25899,0.04556,0.0003367,0.0003367,0.0003367
69,23639.2,1.89272,3.67157,0.02828,0.31021,0.04439,0.03335,0.01384,2.10561,4.25899,0.04556,0.0003268,0.0003268,0.0003268
70,23930,1.8864,3.66812,0.02823,0.31021,0.04439,0.03335,0.01384,2.10561,4.25899,0.04556,0.0003169,0.0003169,0.0003169
71,24220.9,1.88856,3.66368,0.02817,0.31021,0.04439,0.03335,0.01384,2.10561,4.25899,0.04556,0.000307,0.000307,0.000307
72,24511.7,1.88903,3.67062,0.0284,0.31021,0.04439,0.03335,0.01384,2.10561,4.25899,0.04556,0.0002971,0.0002971,0.0002971
73,24656.6,nan,nan,nan,0,0,0,0,nan,nan,nan,0.0002872,0.0002872,0.0002872
74,24946.6,1.88698,3.66775,0.02794,0.31021,0.04439,0.03335,0.01384,2.10561,4.25899,0.04556,0.0002773,0.0002773,0.0002773
75,25238.7,1.88832,3.66059,0.02814,0.31021,0.04439,0.03335,0.01384,2.10561,4.25899,0.04556,0.0002674,0.0002674,0.0002674
76,25383.9,nan,nan,nan,0,0,0,0,nan,nan,nan,0.0002575,0.0002575,0.0002575
77,25674.5,1.88717,3.67064,0.02826,0.31021,0.04439,0.03335,0.01384,2.10561,4.25899,0.04556,0.0002476,0.0002476,0.0002476
78,25966.2,1.89331,3.68044,0.02832,0.31021,0.04439,0.03335,0.01384,2.10561,4.25899,0.04556,0.0002377,0.0002377,0.0002377
79,26111.9,nan,nan,nan,0,0,0,0,nan,nan,nan,0.0002278,0.0002278,0.0002278
80,26406.3,1.88263,3.67451,0.02807,0.31021,0.04439,0.03335,0.01384,2.10561,4.25899,0.04556,0.0002179,0.0002179,0.0002179
81,26700.7,1.88827,3.66784,0.02822,0.31021,0.04439,0.03335,0.01384,2.10561,4.25899,0.04556,0.000208,0.000208,0.000208
82,26992.1,1.88948,3.66761,0.02827,0.31021,0.04439,0.03335,0.01384,2.10561,4.25899,0.04556,0.0001981,0.0001981,0.0001981
83,27291.9,1.88553,3.66134,0.02813,0.31021,0.04439,0.03335,0.01384,2.10561,4.25899,0.04556,0.0001882,0.0001882,0.0001882
84,27583.4,1.8906,3.66734,0.02811,0.31021,0.04439,0.03335,0.01384,2.10561,4.25899,0.04556,0.0001783,0.0001783,0.0001783
85,27874.7,1.88458,3.66959,0.02816,0.31021,0.04439,0.03335,0.01384,2.10561,4.25899,0.04556,0.0001684,0.0001684,0.0001684
86,28148.8,2.02424,4.10548,0.03964,0.31021,0.04439,0.03335,0.01384,2.10561,4.25899,0.04556,0.0001585,0.0001585,0.0001585
87,28422.8,2.02864,4.11464,0.04009,0.31021,0.04439,0.03335,0.01384,2.10561,4.25899,0.04556,0.0001486,0.0001486,0.0001486
88,28697,2.01864,4.11149,0.03979,0.31021,0.04439,0.03335,0.01384,2.10561,4.25899,0.04556,0.0001387,0.0001387,0.0001387
89,28970.3,2.02704,4.11474,0.03981,0.31021,0.04439,0.03335,0.01384,2.10561,4.25899,0.04556,0.0001288,0.0001288,0.0001288
